Ñâå Çä×Ñêâ,ÇÓå Çä×Ñêâ ÙÑÈê,ÇÊÌÇç Çä×Ñêâ ÙÑÈê,ÇÊÌÇç Çä×Ñêâ ÇæÌäêÒê,ÇäÊÕæêá ÇäçæÏÓê ää×Ñêâ ÙÑÈê,ÇäÊÕæêá ÇäçæÏÓê ää×Ñêâ ÇæÌäêÒê,åäãêÉ Çä×Ñêâ ÙÑÈê,åäãêÉ Çä×Ñêâ ÇæÌäêÒê,ÇäÊÕæêá ÇäèØêáê ää×Ñêâ ÙÑÈê,ÇäÊÕæêá ÇäèØêáê ää×Ñêâ ÇæÌäêÒê,ÍÇäÉ Çä×Ñêâ ÙÑÈê,ÍÇäÉ Çä×Ñêâ ÇæÌäêÒê,Çä×èä ÇäçæÏÓê Çä×Ñêâ,Çäåæ×âÉ
177,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.850680481,ÇäÑêÇÖ
177,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.904019363,æÌÑÇæ
177,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.256044852,æÌÑÇæ
177,æÌÑÇæ \ ÇäÓäêä,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,13.44881802,æÌÑÇæ
177,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.125137052,ÇäÑêÇÖ
177,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.045549563,ÇäÑêÇÖ
177,æÌÑÇæ \ ÇäÓäêä,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,5.204229467,æÌÑÇæ
177,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,6.944314118,ÇäÑêÇÖ
389,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.56393729,ÍÇÆä
389,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.547825765,ÍÇÆä
389,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.55248532,ÍÇÆä
389,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.495100284,ÍÇÆä
177,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.693283369,ÇäÑêÇÖ
177,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.776793686,æÌÑÇæ
211,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.089649989,åãÉ ÇäåãÑåÉ
211,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.308285335,åãÉ ÇäåãÑåÉ
211,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.991911911,åãÉ ÇäåãÑåÉ
211,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.190417065,åãÉ ÇäåãÑåÉ
211,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.298022547,åãÉ ÇäåãÑåÉ
211,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÊæáêĞ,Under Construction,1.436173264,ÙÓêÑ
211,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÊæáêĞ,Under Construction,6.266052642,ÙÓêÑ
211,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.553746394,ÙÓêÑ
304,-999,ÑÆêÓê,Main,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.008993608,åãÉ ÇäåãÑåÉ
301,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.036775497,åãÉ ÇäåãÑåÉ
301,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.970817177,åãÉ ÇäåãÑåÉ
301,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.443063443,åãÉ ÇäåãÑåÉ
301,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.569739956,åãÉ ÇäåãÑåÉ
303,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.276044959,åãÉ ÇäåãÑåÉ
303,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.781015215,åãÉ ÇäåãÑåÉ
303,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.287320319,åãÉ ÇäåãÑåÉ
303,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.729239435,åãÉ ÇäåãÑåÉ
5,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.06081583,ÊÈèã
5,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.927942953,ÊÈèã
340,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.04433496,ÇäâÕêå
340,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.045117278,ÇäâÕêå
340,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.040034018,ÇäâÕêå
340,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.043374832,ÇäâÕêå
340,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.076843771,ÇäâÕêå
340,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.447444028,ÇäåÏêæÉ ÇäåæèÑÉ
340,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.19163995,ÇäåÏêæÉ ÇäåæèÑÉ
340,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.548657394,ÇäåÏêæÉ ÇäåæèÑÉ
340,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.75181892,ÇäåÏêæÉ ÇäåæèÑÉ
340,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.102344168,ÇäåÏêæÉ ÇäåæèÑÉ
340,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.059911482,ÇäâÕêå
340,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.046608032,ÇäâÕêå
340,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.80798952,ÇäâÕêå
340,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.710987115,ÇäâÕêå
340,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.054058396,ÇäâÕêå
340,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.07193306,ÇäâÕêå
340,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.08680356,ÇäâÕêå
340,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.98308303,ÇäâÕêå
340,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.042084734,ÇäâÕêå
340,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.055763306,ÇäâÕêå
400,ÈÑêÏç -   ÔÑê,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.199664538,ÍÇÆä
180,×Ñêâ ÔÑèÑÉ - ÇäÎÑÎêÑ ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,324.9844481,æÌÑÇæ
180,×Ñêâ ÔÑèÑÉ - ÇäÎÑÎêÑ ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,177.2972549,æÌÑÇæ
255,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.974495967,ÙÓêÑ
255,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.985558995,ÙÓêÑ
255,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.04736633,ÙÓêÑ
255,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.043178693,ÙÓêÑ
255,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.038642061,ÙÓêÑ
392,×Ñêâ ÑÃÓ ÇäÔêÎ åÍåÏ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,5.47465364,ÊÈèã
250,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.134737365,ÙÓêÑ
250,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,39.51619977,ÙÓêÑ
250,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.051111879,ÙÓêÑ
250,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,17.41607908,ÙÓêÑ
250,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.089412539,ÙÓêÑ
250,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,5.899501808,ÙÓêÑ
522,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.456412901,ÇäÔÑâêÉ
522,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.073096604,ÇäÔÑâêÉ
615,×Ñêâ Çäçáèá  -  ÇÈâêâ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.115116125,ÇäÔÑâêÉ
615,×Ñêâ Çäçáèá  -  ÇÈâêâ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.114343143,ÇäÔÑâêÉ
522,×Ñêâ Çäçáèá  -  ÎÑêÕ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.669998634,ÇäÔÑâêÉ
522,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.306350715,ÇäÑêÇÖ
522,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.169892329,ÇäÑêÇÖ
95,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.242329283,ÇäÔÑâêÉ
95,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.394264551,ÇäÔÑâêÉ
95,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.217564037,ÇäÔÑâêÉ
95,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.197148056,ÇäÔÑâêÉ
95,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.198696105,ÇäÔÑâêÉ
95,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.440071951,ÇäÔÑâêÉ
95,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.836587081,ÇäÔÑâêÉ
95,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.365106066,ÇäÔÑâêÉ
95,ÃÈè ÍÏÑêÉ -  ÇäÎáÌê,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.820261063,ÇäÔÑâêÉ
95,ÇäÏåÇå - ÃÈèÍÏÑêç,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,19.2188142,ÇäÔÑâêÉ
95,ÃÈè ÍÏÑêÉ -  ÇäÎáÌê,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,4.359553687,ÇäÔÑâêÉ
95,×Ñêâ ÇäÏåÇå - ÇÈèÍÏÑêç,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.69660938,ÇäÔÑâêÉ
95,×Ñêâ ÇäÏåÇå - ÇÈèÍÏÑêç,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,7.164814314,ÇäÔÑâêÉ
95,ÃÈè ÍÏÑêÉ -  ÇäÎáÌê,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,22.35957856,ÇäÔÑâêÉ
95,ÃÈèÍÏÑêç - ÇäÎáÌê,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,38.37499867,ÇäÔÑâêÉ
60,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.264372077,ÇäåÏêæÉ ÇäåæèÑÉ
60,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.955292002,ÇäåÏêæÉ ÇäåæèÑÉ
60,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.264364632,ÇäåÏêæÉ ÇäåæèÑÉ
60,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.499389428,ÇäåÏêæÉ ÇäåæèÑÉ
60,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.115466638,ÇäåÏêæÉ ÇäåæèÑÉ
60,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.053739194,ÇäåÏêæÉ ÇäåæèÑÉ
60,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.119002435,ÇäåÏêæÉ ÇäåæèÑÉ
60,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.116640724,ÇäåÏêæÉ ÇäåæèÑÉ
60,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.50339514,ÇäåÏêæÉ ÇäåæèÑÉ
60,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.558776901,ÇäåÏêæÉ ÇäåæèÑÉ
60,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.283894918,ÇäåÏêæÉ ÇäåæèÑÉ
